# ['MStar', 'MRate', 'incl']
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.70901411 0.00199471 63.15894463
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.15484528 0.00195610 59.98176517
20.12873148 0.00191405 58.87552623
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
19.97198926 0.00189226 57.71851679
